120,50,50,50,77.68795597,0.601784061,0.00013
984,100,50,66.66666667,100.1249955,0.490293132,0.00012
120,100,100,100,121.0187092,0.569583291,0.00012
120,200,100,133.3333333,147.990345,0.61075316,0.00013
1157,200,200,200,174.4639519,0.567319796,0.00012
130,400,200,266.6666667,206.5971789,0.581770563,0.00011
1250,400,400,400,230.918368,0.605953061,0.00001
